Mã BĐS,Địa chỉ,Mã ĐVHC,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21767980," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,6100000000
21768092," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,13/01/2023,6000000000
21768346," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,13/01/2023,4500000000
21768401," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,2,2,13/01/2023,5600000000
21768414," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,2,2,13/01/2023,7200000000
21750688," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,13/01/2023,3800000000
21753900,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4000000000
21755248," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,13/01/2023,7500000000
21767577," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,13/01/2023,4500000000
21767945," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,13/01/2023,4900000000
21768024," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,13/01/2023,5500000000
21768078," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,13/01/2023,4450000000
21768377," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,13/01/2023,3000000000
21768397," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,6000000000
21768405," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,13/01/2023,3800000000
21768411," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,2,13/01/2023,5300000000
21768527," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,13/01/2023,2850000000
21978110," Xa Lộ Hà Nội, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,59.0,1,1,2,13/01/2023,5000000000
21768529," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,13/01/2023,4600000000
21973120," Xa Lộ Hà Nội, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,59.0,1,1,2,13/01/2023,5000000000
21752580," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,13/01/2023,3200000000
21754379,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4100000000
21754381,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,13/01/2023,5500000000
21754405,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4150000000
21754408,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4200000000
21754415,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,98.0,3,2,4,13/01/2023,5000000000
21754419,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,74.0,2,2,4,13/01/2023,3900000000
21754422,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4100000000
21754699," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,13/01/2023,3900000000
21754722," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,2,2,13/01/2023,5500000000
21768166," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,2,2,13/01/2023,5700000000
21768263," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,56.0,1,1,2,13/01/2023,2850000000
21768392," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,95.0,2,2,2,13/01/2023,4150000000
21768429," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,13/01/2023,7000000000
21768507," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,13/01/2023,4500000000
21750605," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,284.0,3,3,2,13/01/2023,14500000000
21752682," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,2,13/01/2023,4900000000
21752717," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,3,2,13/01/2023,5400000000
21753835,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,3900000000
21753914,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,98.0,3,2,4,13/01/2023,5450000000
21754392,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,13/01/2023,5300000000
21754808," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,6000000000
21754860,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,13/01/2023,4000000000
21755863,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,98.0,3,2,4,13/01/2023,5200000000
21767987," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,127.0,3,2,2,13/01/2023,5900000000
21768028," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,112.0,3,2,2,13/01/2023,5300000000
21768072," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,2,2,13/01/2023,7500000000
21768230," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,13/01/2023,3200000000
21749648," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,127.0,3,3,2,13/01/2023,5600000000
21750707," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,2,2,13/01/2023,5300000000
21752809," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,13/01/2023,3750000000
21754737,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,13/01/2023,5300000000
21757062," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,13/01/2023,5600000000
21758996," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,250.0,6,4,2,13/01/2023,12500000000
21761074," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,129.0,3,2,2,13/01/2023,5500000000
21767015," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,250.0,6,4,2,13/01/2023,13000000000
21767233,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,74.0,2,2,4,13/01/2023,3800000000
21767919,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,112.0,3,2,2,13/01/2023,5300000000
21768258," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,13/01/2023,4600000000
21768331," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,127.0,3,3,2,13/01/2023,5700000000
21768544," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,5500000000
21752101," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,112.0,3,2,2,13/01/2023,5300000000
21752850," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,6000000000
21755255," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,284.0,3,3,2,13/01/2023,15000000000
21757153," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,13/01/2023,5500000000
21761157," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,70.0,2,1,2,13/01/2023,3300000000
21767371," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,102.0,2,2,2,13/01/2023,4600000000
21768040," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,13/01/2023,3900000000
21768186," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,70.0,2,1,2,13/01/2023,3300000000
21768485," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,97.0,2,2,2,13/01/2023,4500000000
21768542," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,13/01/2023,6000000000
21986843," Phan Đăng Lưu, Phường 1, Quận Phú Nhuận, TPHCM",768,130.0,3,2,2,12/01/2023,6300000000
21986839," Hoa Sứ, Phường 7, Quận Phú Nhuận, TPHCM",768,128.0,3,2,2,12/01/2023,6700000000
21986831," Kỳ Đồng, Phường 9, Quận 3, TPHCM",770,82.0,2,2,2,12/01/2023,4200000000
21986455," Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",3,18.0,2,2,1,12/01/2023,1850000000
21986530," Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",19,57.0,2,1,2,12/01/2023,2100000000
2404077," Thảo Điền, Phường Thảo Điền, Quận 2, TP.HCM",769,140.0,4,4,3,12/01/2023,19500000000
21767549,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,12/01/2023,4100000000
21767514,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,12/01/2023,5150000000
21767490,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,12/01/2023,3900000000
21767217,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,74.0,2,2,4,12/01/2023,3850000000
21767165,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,98.0,3,2,4,12/01/2023,5200000000
21767108,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,12/01/2023,3900000000
21767099," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,12/01/2023,7500000000
21767031," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,112.0,3,2,2,12/01/2023,5300000000
21758964," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,12/01/2023,6000000000
21757105," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,125.0,3,2,2,12/01/2023,5900000000
21757079," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,284.0,3,3,2,12/01/2023,15000000000
21752396," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,77.0,2,2,2,12/01/2023,4000000000
21752381," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,12/01/2023,4500000000
21752182," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,12/01/2023,6500000000
21768462," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,2,2,2,11/01/2023,4300000000
21768279," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,510.0,4,3,2,11/01/2023,35000000000
21768270," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,3,2,11/01/2023,6000000000
21768250," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,3,2,11/01/2023,5600000000
21768237," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,284.0,3,3,2,11/01/2023,15000000000
21768099," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7000000000
21768019," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,77.0,2,2,2,11/01/2023,3800000000
21761139," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,7300000000
21758979," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3800000000
21752315,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,11/01/2023,4000000000
21751834,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,109.0,3,2,4,11/01/2023,5300000000
21753824,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,11/01/2023,4100000000
21768554," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,270.0,6,4,2,11/01/2023,10300000000
21768548," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2700000000
21768540," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,11/01/2023,5500000000
21768504," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2800000000
21768473," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,100.0,2,2,2,11/01/2023,4150000000
21762309," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7400000000
21758598,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,114.0,3,2,4,11/01/2023,6000000000
21758543,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,11/01/2023,5200000000
21758397,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,109.0,3,2,4,11/01/2023,5500000000
21758319,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,4,11/01/2023,4100000000
21758291," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,126.0,3,3,2,11/01/2023,5500000000
21758277," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7000000000
21758262," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4500000000
21754863," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,56.0,1,1,2,11/01/2023,2750000000
21754402,"33 Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,105.0,3,2,4,11/01/2023,5300000000
21768519," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,95.0,2,2,2,11/01/2023,4350000000
21768435," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7400000000
21561842," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,250.0,5,4,2,11/01/2023,13500000000
21551513," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3850000000
21548064," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,8500000000
21526145," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7500000000
21525061," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,77.0,2,2,2,11/01/2023,4100000000
21525036," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,110.0,3,2,2,11/01/2023,5400000000
21514177," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3850000000
21510637," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,7800000000
21510092," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,65.0,2,1,2,11/01/2023,3500000000
21510000," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2675000000
21504477," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,11/01/2023,5500000000
21502689," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2850000000
21486460," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,7800000000
21482435," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,110.0,3,2,2,11/01/2023,5500000000
21479807," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,65.0,2,1,2,11/01/2023,3600000000
21479790," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3900000000
21476723," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,5100000000
21474086," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,3,2,11/01/2023,5800000000
21514080," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,3000000000
21516221," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,100.0,2,2,2,11/01/2023,5000000000
21522341," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,5100000000
21550095," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,270.0,6,4,2,11/01/2023,13000000000
21551994," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,11/01/2023,3300000000
21586815," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,11/01/2023,3300000000
21594371," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4900000000
21783857," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4700000000
21499575," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,100.0,2,2,2,11/01/2023,5100000000
21496780," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,7200000000
21489463," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,126.0,3,3,2,11/01/2023,5600000000
21489410," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,11/01/2023,4800000000
21474076," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,3,2,2,11/01/2023,4500000000
21473397," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,95.0,2,2,2,11/01/2023,4600000000
21905128," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,11/01/2023,6500000000
21883222," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,4,3,2,11/01/2023,7000000000
21799646," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,60.0,1,1,2,11/01/2023,3050000000
21786121," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,102.0,2,2,2,11/01/2023,4500000000
21782816," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,100.0,3,2,2,11/01/2023,4500000000
21667146," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,3,11/01/2023,4200000000
21572468," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,3,3,2,11/01/2023,7400000000
21561879," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,270.0,6,4,2,11/01/2023,10700000000
21551324," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,112.0,3,2,2,11/01/2023,5700000000
21550046," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,124.0,3,2,2,11/01/2023,5300000000
21514509," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,8000000000
21482017," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,70.0,2,1,2,11/01/2023,3500000000
21477340," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,120.0,3,2,2,11/01/2023,6500000000
21477288," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,54.0,1,1,2,11/01/2023,3100000000
21897961," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,11/01/2023,5700000000
21884701," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,3,2,2,11/01/2023,4500000000
21879748," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,126.0,3,2,2,11/01/2023,5500000000
21667216," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,124.0,2,2,2,11/01/2023,5500000000
21647039," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,127.0,3,3,2,11/01/2023,5800000000
21616072," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,11/01/2023,6300000000
21600563," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,114.0,2,3,2,11/01/2023,4500000000
21594343," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,100.0,3,2,2,11/01/2023,4500000000
21582765," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,102.0,2,2,2,11/01/2023,4600000000
21572511," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,4,3,2,11/01/2023,6400000000
21561051," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4950000000
21557259," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,11/01/2023,4800000000
21548134," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,11/01/2023,4400000000
21548121," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,11/01/2023,4900000000
21527757," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,75.0,2,2,2,11/01/2023,3900000000
21527744," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,2,2,2,11/01/2023,4850000000
21525143," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3900000000
21510894," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2675000000
21904600," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,106.0,3,2,2,11/01/2023,5200000000
21547062," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,130.0,3,2,2,11/01/2023,5150000000
21600339," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3900000000
21879734," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,280.0,2,2,2,11/01/2023,14500000000
21547914," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,97.0,2,2,2,11/01/2023,4100000000
21519227," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,147.0,3,2,2,11/01/2023,7550000000
21504337," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4500000000
21486484," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,138.0,3,2,2,11/01/2023,5700000000
21480178," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,110.0,3,2,2,11/01/2023,5700000000
21474106," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,162.0,4,3,2,11/01/2023,6500000000
21473425," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,55.0,1,1,2,11/01/2023,2800000000
21473412," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,4000000000
21912567," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,99.0,2,2,2,11/01/2023,4600000000
21980885," Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, TPHCM",777,65.0,2,2,2,11/01/2023,1700000000
21981264," Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",21,42.0,2,1,1,11/01/2023,2150000000
21976297," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",3,72.0,2,2,1,11/01/2023,3100000000
21976225," Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",21,71.0,2,2,1,11/01/2023,3250000000
21974376," Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",21,72.0,2,1,1,11/01/2023,2900000000
21972825," Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",3,86.0,3,2,1,11/01/2023,3200000000
21972582," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",3,130.0,3,2,1,11/01/2023,3250000000
21981429," Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",3,119.0,3,2,1,11/01/2023,4400000000
21722527," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",775,64.0,2,2,2,11/01/2023,2550000000
21938036," Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",771,90.0,3,2,2,11/01/2023,6150000000
21534516," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",778,80.0,3,2,4,11/01/2023,3200000000
21885316," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,76.0,2,2,2,11/01/2023,3900000000
