,Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
2002,21900363," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",76.0,2,2,3,20/03/2023,4000000000
2003,21796941," Khương Đình, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",41.0,2,1,4,20/03/2023,900000000
2004,22004468," Tôn Thất Thuyết, Phường 1, Quận 4, TPHCM",61.0,2,1,3,20/03/2023,1440000000
2005,21672209," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",110.0,3,2,2,20/03/2023,3220000000
2006,21500458," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",92.0,2,2,4,20/03/2023,5600000000
2007,21884897," Cô Giang, Phường Cô Giang, Quận 1, TPHCM",58.5,2,1,4,20/03/2023,2250000000
2008,21995433," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",115.0,2,2,2,20/03/2023,2765000000
2009,21932491," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",73.5,2,2,2,20/03/2023,1380000000
2010,21451764," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86.0,2,2,4,20/03/2023,6450000000
2011,22015570," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",82.0,2,2,3,20/03/2023,1780000000
2012,21971311," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.0,2,2,4,20/03/2023,3500000000
2013,22004028," Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TPHCM",81.0,2,2,2,20/03/2023,1790000000
2014,21824105," Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",51.0,2,1,1,20/03/2023,1100000000
2015,21900399," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",109.0,3,2,3,20/03/2023,5400000000
2016,21917879," Lý Thường Kiệt, Phường 7, Quận 11, TPHCM",50.0,1,1,2,20/03/2023,1583000000
2017,22001939," Đường D2, Phường 25, Quận Bình Thạnh, TPHCM",89.1,3,2,3,20/03/2023,1880000000
2018,21672192," Tân Phú, Phường Tân Phú, Quận 7, TPHCM",98.0,3,3,2,20/03/2023,3280000000
2019,22045142," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",83.0,2,2,4,20/03/2023,7200000000
2020,22021511," Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TPHCM",57.0,2,1,2,20/03/2023,1460000000
2021,21500352," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",104.0,3,2,4,20/03/2023,4800000000
2022,21995426," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",78.0,2,2,2,20/03/2023,2270000000
2023,21995289," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",61.0,2,1,4,20/03/2023,1800000000
2024,21932708," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",72.0,2,2,2,20/03/2023,2240000000
2025,21450387," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",87.0,2,2,4,20/03/2023,6300000000
2026,22012664," Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",68.0,2,2,2,20/03/2023,3920000000
2027,22015541," Đường số 17, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",71.4,2,2,3,20/03/2023,1250000000
2028,21971305," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,4,20/03/2023,5150000000
2029,22004023," Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, TPHCM",66.0,2,2,2,20/03/2023,1860000000
2030,21915377," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",127.0,3,2,3,20/03/2023,15000000000
2031,21917231," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",95.0,3,3,2,20/03/2023,2412000000
2032,22001932," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",80.3,2,2,3,20/03/2023,1850000000
2033,21887052," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",60.0,1,1,4,20/03/2023,2180000000
2034,21995404," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",72.0,2,2,2,20/03/2023,1870000000
2035,21932496," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",66.0,2,2,2,20/03/2023,1305000000
2036,21452880," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",63.0,1,1,3,20/03/2023,4660000000
2037,22015512," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",125.0,3,2,3,20/03/2023,3350000000
2038,21971294," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86.8,2,2,4,20/03/2023,6000000000
2040,22004013," Ngô Gia Tự, Phường 2, Quận 10, TPHCM",53.3,2,1,2,20/03/2023,1550000000
2041,21917134," Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), TPHCM",60.0,2,2,2,20/03/2023,1215000000
2042,22001928," Thành Thái, Phường 14, Quận 10, TPHCM",78.0,2,2,3,20/03/2023,2150000000
2043,21862154," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",75.0,2,2,2,20/03/2023,3520000000
2044,22020825," An Dương Vương, Phường 16, Quận 8, TPHCM",50.0,2,2,2,20/03/2023,1030000000
2045,21887018," Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, TPHCM",70.0,2,2,4,20/03/2023,2360000000
2046,21995398," Lê Quang Kim, Phường 8, Quận 8, TPHCM",63.0,2,1,2,20/03/2023,1950000000
2047,21932489," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",68.0,2,2,2,20/03/2023,2550000000
2048,22015504," Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",66.0,2,2,3,20/03/2023,1420000000
2049,21945773," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",158.0,4,3,4,20/03/2023,6300000000
2051,22003552," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",67.0,2,2,2,20/03/2023,1925000000
2052,21917101," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",85.0,2,2,2,20/03/2023,2127000000
2053,21953115," Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",50.0,2,1,1,20/03/2023,1100000000
2054,22001922," Tôn Đản, Phường 13, Quận 4, TPHCM",88.0,2,2,3,20/03/2023,1590000000
2055,21861829," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",68.0,2,2,2,20/03/2023,2240000000
2056,21886788," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",70.0,2,2,2,20/03/2023,2370000000
2057,21995228," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",83.0,3,2,2,20/03/2023,2800000000
2058,21932477," Đường số 3, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",65.0,2,2,2,20/03/2023,1750000000
2059,22015471," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",69.0,2,2,3,20/03/2023,1520000000
2060,21944471," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",191.0,4,4,4,20/03/2023,7100000000
2061,22015491," Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",126.0,3,2,2,20/03/2023,4200000000
2063,22028537," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",68.0,2,2,2,20/03/2023,1870000000
2064,22020941," Lê Đức Thọ, Phường 13, Quận Gò Vấp, TPHCM",59.0,2,2,2,20/03/2023,1180000000
2065,21917029," Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",60.0,2,2,2,20/03/2023,1025000000
2066,21962961," Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",50.0,2,1,1,20/03/2023,900000000
2067,22001918," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",71.2,2,2,3,20/03/2023,1720000000
2068,21861519," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",77.0,2,2,2,20/03/2023,1586000000
2069,21487114," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",71.0,2,1,2,20/03/2023,2520000000
2070,22020776," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",67.0,2,2,2,20/03/2023,1510000000
2071,21886734," Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, TPHCM",54.0,2,2,2,20/03/2023,1690000000
2072,21979070," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,3,2,20/03/2023,8500000000
2073,21995213," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",53.0,1,1,2,20/03/2023,1366000000
2074,21932482," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",76.0,2,2,2,20/03/2023,2260000000
2075,22015466," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",69.4,2,2,3,20/03/2023,1350000000
2076,22014248," Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",123.0,3,2,2,20/03/2023,3150000000
2078,22028290," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",70.0,2,2,2,20/03/2023,1775000000
2079,22020927," Lữ Gia, Phường 15, Quận 11, TPHCM",75.0,2,1,2,20/03/2023,1520000000
2080,21972947," Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",50.0,2,1,1,20/03/2023,800000000
2081,22001897," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",81.0,2,2,3,20/03/2023,2250000000
2082,21861509," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",90.0,2,2,2,20/03/2023,5240000000
2083,22020758," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",63.0,2,2,2,20/03/2023,1180000000
2084,21886565," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",107.8,3,2,1,20/03/2023,4180000000
2085,21993679," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",111.8,3,2,2,20/03/2023,3380000000
2086,21932475," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",75.0,2,2,2,20/03/2023,985000000
2087,22015463," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",115.0,3,3,3,20/03/2023,2120000000
2088,21643448," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",96.0,2,2,3,20/03/2023,7800000000
2090,22027971," Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",67.0,2,2,2,20/03/2023,1710000000
2091,22020901," Đường D1, Phường Tân Hưng, Quận 7, TPHCM",100.0,2,2,2,20/03/2023,1720000000
2092,22001913," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",76.0,2,2,3,20/03/2023,2350000000
2093,21861494," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",78.0,2,2,2,20/03/2023,4360000000
2094,21886489," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",82.0,2,2,2,20/03/2023,3580000000
2095,21993603," Hùng Vương, Phường 12, Quận 5, TPHCM",132.0,3,3,2,20/03/2023,2150000000
2096,21932315," Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",65.0,2,2,2,20/03/2023,1020000000
2097,21931379," Hàm Nghi, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",76.0,2,2,1,20/03/2023,3900000000
2098,22015459," Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TPHCM",70.0,2,2,3,20/03/2023,1320000000
2099,21390301," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.0,2,2,4,20/03/2023,4300000000
2101,22027807," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",69.0,2,1,2,20/03/2023,1850000000
2102,22020879," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",56.74,2,1,2,20/03/2023,980000000
2103,21831147," Mai Chí Thọ, Phường An Lợi Đông, Quận 2 (TP. Thủ Đức), TPHCM",113.0,3,2,3,20/03/2023,10900000000
2104,22001892," Cao Đạt, Phường 1, Quận 5, TPHCM",65.0,2,1,3,20/03/2023,1350000000
2105,21861489," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",90.0,2,2,2,20/03/2023,3120000000
2106,22022584," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,4,20/03/2023,6250000000
2107,21466546," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56.51,1,1,2,20/03/2023,2400000000
2108,22020737," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",58.0,2,2,2,20/03/2023,990000000
2109,21886526," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",50.0,1,1,4,20/03/2023,2580000000
2110,21993594," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",76.0,2,2,2,20/03/2023,1875000000
2111,22015453," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",68.0,2,2,3,20/03/2023,1420000000
2112,21389852," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112.0,2,2,4,20/03/2023,5850000000
2114,22027767," Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, TPHCM",68.0,2,2,2,20/03/2023,1250000000
2115,22021722," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",72.0,2,2,2,20/03/2023,2150000000
2116,22020863," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",70.0,2,2,2,20/03/2023,1380000000
2117,22001878," Lữ Gia, Phường 15, Quận 11, TPHCM",75.0,2,2,3,20/03/2023,1690000000
2118,21861442," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",78.0,2,2,2,20/03/2023,4160000000
2119,22022417," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",132.0,2,2,2,20/03/2023,7500000000
2120,22020723," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",82.0,2,2,2,20/03/2023,1990000000
2121,21886448," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",61.0,1,1,4,20/03/2023,1980000000
2122,21993591," Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",102.0,3,2,2,20/03/2023,3760000000
2123,21932309," Liên Phường, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",64.3,2,2,2,20/03/2023,1330000000
2124,21710307," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",50.0,1,1,4,20/03/2023,3600000000
2125,21940113," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",61.0,2,2,1,20/03/2023,2100000000
2126,22015443," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",99.0,2,2,3,20/03/2023,1850000000
2128,21830907," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",97.0,2,2,2,20/03/2023,6500000000
2129,22027703," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",65.0,2,2,2,20/03/2023,1905000000
2130,22000398," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",68.0,2,2,2,20/03/2023,1550000000
2131,21861421," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",70.0,2,2,2,20/03/2023,2765000000
2132,22027155," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",78.0,2,2,2,20/03/2023,5000000000
2133,21460009," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",71.0,2,2,2,20/03/2023,2780000000
2134,21886388," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",69.0,2,2,4,20/03/2023,2980000000
2135,21992894," Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, TPHCM",84.0,3,2,2,20/03/2023,1425000000
2136,21994319," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",105.0,3,2,2,20/03/2023,2400000000
2137,21932298," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",70.0,2,2,2,20/03/2023,1220000000
2138,22068171," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",77.0,2,2,2,20/03/2023,2145000000
2139,21906201," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",100.0,3,2,4,20/03/2023,6500000000
2140,21772385," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",78.0,2,2,1,20/03/2023,3400000000
2141,22015432," Phú Thuận, Phường Tân Phú, Quận 7, TPHCM",73.0,2,2,3,20/03/2023,2180000000
2142,21384921," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",85.4,2,2,3,20/03/2023,5563000000
2143,21829912," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",82.0,2,2,2,20/03/2023,6300000000
2144,22027534," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",87.0,2,2,2,20/03/2023,2770000000
2145,21915105," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",65.0,2,2,2,20/03/2023,1488000000
2146,21994461," Xa Lộ Hà Nội, Phường Phước Long A, Quận 9 (TP. Thủ Đức), TPHCM",58.0,2,2,2,20/03/2023,1180000000
2147,21861411," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",70.0,2,2,2,20/03/2023,1770000000
2148,21859378," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",65.0,2,2,2,20/03/2023,2990000000
2149,22026916," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",123.0,3,2,2,20/03/2023,13200000000
2150,21451070," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",68.66,2,2,2,20/03/2023,2830000000
2151,22020538," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",53.0,1,1,2,20/03/2023,1415000000
2152,21886170," Nam Kỳ Khởi Nghĩa, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",58.0,2,2,4,20/03/2023,3180000000
2153,21992816," Song Hành, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",85.0,3,2,0,20/03/2023,3290000000
2154,21932288," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",92.0,2,2,2,20/03/2023,1270000000
2155,22068163," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",68.0,2,2,2,20/03/2023,1770000000
2156,21453116," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86.0,2,2,4,20/03/2023,6660000000
2157,22015437," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",67.61,2,2,3,20/03/2023,1340000000
2158,21384911," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",141.9,3,2,4,20/03/2023,7870000000
2160,22027434," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",71.0,2,2,2,20/03/2023,1760000000
2161,21915085," Xa Lộ Hà Nội, Phường Hiệp Phú, Quận 9 (TP. Thủ Đức), TPHCM",66.0,2,2,4,20/03/2023,1772000000
2162,21753073," Lý Chiêu Hoàng, Phường 10, Quận 6, TPHCM",73.0,2,2,2,20/03/2023,2560000000
2163,21861402," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",130.0,3,3,2,20/03/2023,3890000000
2164,21859359," Đường số 83, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",72.0,2,2,2,20/03/2023,1963000000
2165,22037027," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",83.0,2,2,2,20/03/2023,7500000000
2166,21430804," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",91.0,3,2,2,20/03/2023,3420000000
2167,21886130," Đường DC13, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",62.0,2,2,2,20/03/2023,1650000000
2168,21992806," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",67.0,2,2,0,20/03/2023,1820000000
2169,21931558," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",79.0,2,2,2,20/03/2023,1040000000
2170,22068156," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",50.0,1,1,2,20/03/2023,1520000000
2171,22015424," Nguyễn Tất Thành, Phường 18, Quận 4, TPHCM",83.0,2,2,3,20/03/2023,1860000000
2172,21384903," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",158.0,4,3,4,20/03/2023,6581000000
2173,22027409," Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM",75.0,3,2,2,20/03/2023,1940000000
2174,21915076," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",75.0,2,2,2,20/03/2023,2040000000
2175,22004637," Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",68.0,2,2,3,20/03/2023,1720000000
2176,21859185," Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",82.0,2,2,2,20/03/2023,1805000000
2177,21861374," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",90.0,3,2,2,20/03/2023,3200000000
2178,22018486," Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, TPHCM",56.0,1,1,2,20/03/2023,1030000000
2179,21421721," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56.51,2,1,2,20/03/2023,2480000000
2180,21885739," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",68.0,2,2,4,20/03/2023,3390000000
2181,21992802," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",57.0,1,1,2,20/03/2023,1770000000
2182,22068153," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",61.0,2,2,2,20/03/2023,1675000000
2183,21460514," Đường 3/2, Phường 12, Quận 10, TPHCM",86.0,2,2,4,20/03/2023,6380000000
2184,22015416," Tôn Thất Thuyết, Phường 16, Quận 4, TPHCM",71.8,2,2,3,20/03/2023,2980000000
2185,21384893," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",86.6,2,2,3,20/03/2023,6517000000
2186,22027396," Đường số 44, Phường 16, Quận 8, TPHCM",65.0,2,2,2,20/03/2023,1490000000
2187,21915070," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",140.0,3,2,2,20/03/2023,4960000000
2188,22003485," Tạ Quang Bửu, Phường 7, Quận 8, TPHCM",66.57,2,2,3,20/03/2023,1050000000
2189,21859121," Nơ Trang Long, Phường 13, Quận Bình Thạnh, TPHCM",80.0,2,2,2,20/03/2023,1690000000
2190,21861296," Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",52.0,2,1,2,20/03/2023,1168000000
2191,21407082," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56.0,2,1,2,20/03/2023,2450000000
2192,22018190," Cao Thắng, Phường 12, Quận 10, TPHCM",43.0,1,1,2,20/03/2023,1080000000
2193,21885723," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",86.0,2,2,4,20/03/2023,2860000000
2194,21992799," Đường số 11, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",135.0,3,3,0,20/03/2023,7360000000
2195,22068135," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",87.5,3,2,2,20/03/2023,1830000000
2196,22015413," Tôn Đản, Phường 13, Quận 4, TPHCM",88.0,2,2,3,20/03/2023,1520000000
2197,21384886," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",162.2,2,2,4,20/03/2023,9300000000
2198,22027371," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",80.0,2,2,0,20/03/2023,1880000000
2199,21688313," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",57.0,2,2,2,20/03/2023,1440000000
2200,21915015," Đường số 44, Phường 16, Quận 8, TPHCM",53.0,1,1,4,20/03/2023,1055000000
2201,22003405," Cao Lỗ, Phường 4, Quận 8, TPHCM",79.0,2,2,3,20/03/2023,1320000000
2202,21859100," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",59.0,2,1,2,20/03/2023,1720000000
2203,21861008," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",96.0,3,2,2,20/03/2023,2850000000
2204,21885605," Phạm Thế Hiển, Phường 7, Quận 8, TPHCM",56.83,2,2,4,20/03/2023,1380000000
2205,21996085," An Dương Vương, Phường 16, Quận 8, TPHCM",69.0,2,2,2,20/03/2023,1510000000
2206,22068133," Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",70.0,2,2,2,20/03/2023,1920000000
2207,21462824," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",61.0,1,1,0,20/03/2023,4500000000
2208,22015390," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",88.0,3,2,3,20/03/2023,2630000000
2209,22048198," Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",50.0,2,1,0,20/03/2023,990000000
2210,21384871," Đường CN1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",118.0,3,2,3,20/03/2023,7112000000
2211,21566832," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",70.0,2,2,2,20/03/2023,3650000000
2212,21923398," Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",91.0,2,1,2,20/03/2023,3500000000
2213,22003722," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",62.0,2,2,2,20/03/2023,1625000000
2214,22022406," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",68.0,2,2,2,20/03/2023,1630000000
2215,21914869," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",77.0,2,2,4,20/03/2023,1825000000
2216,22003474," Cao Lỗ, Phường 4, Quận 8, TPHCM",70.0,2,2,3,20/03/2023,1150000000
2217,21854550," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",68.0,2,2,4,20/03/2023,1874000000
2218,22015691," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",73.0,2,2,2,20/03/2023,2299000000
2219,21885398," Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM",76.0,2,2,4,20/03/2023,1890000000
2220,21996089," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",100.0,3,2,2,20/03/2023,3020000000
2221,22015044," Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",98.0,3,1,1,20/03/2023,4120000000
2222,22003055," Hoàng Sa, Phường 12, Quận 3, TPHCM",77.0,2,2,2,20/03/2023,1180000000
2223,22067192," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",87.0,2,2,2,20/03/2023,3580000000
2224,21462875," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86.0,2,2,4,20/03/2023,6500000000
2225,22015009," Tôn Thất Thuyết, Phường 1, Quận 4, TPHCM",62.0,2,1,3,20/03/2023,1270000000
2226,21566825," Lý Chính Thắng, Phường 8, Quận 3, TPHCM",58.0,2,1,4,20/03/2023,4850000000
