Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21451723," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",107 m2,2,2,Hợp đồng mua bán,20/03/2023,7 tỷ 800 triệu
21617280," Cao Lỗ, Phường 4, Quận 8, TPHCM",85 m2,3,2,Hợp đồng mua bán,20/03/2023,2 tỷ 800 triệu
21928881," Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",50 m2,2,1,Sổ đỏ,20/03/2023,890 triệu
22052423," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",100 m2,3,2,Sổ hồng,20/03/2023,1 tỷ 832 triệu
21752656," Lê Đại Hành, Phường 15, Quận 11, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 460 triệu
22015989," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,680 triệu
21451671," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 400 triệu
21617249," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",90 m2,3,2,Giấy tờ hợp lệ,20/03/2023,2 tỷ 650 triệu
21906141," Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội",52 m2,2,2,Sổ hồng,20/03/2023,1 tỷ
22052420," Song Hành, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",70 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 330 triệu
21752630," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",70 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 380 triệu
22015978," Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,680 triệu
21878711," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",73 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 200 triệu
21617237," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",79 m2,2,2,Giấy tờ hợp lệ,20/03/2023,2 tỷ 400 triệu
21638217," Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",48 m2,2,1,Sổ đỏ,20/03/2023,922 triệu
22052414," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",58 m2,2,1,Hợp đồng mua bán,20/03/2023,1 tỷ 630 triệu
21861526," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 750 triệu
22015964," Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,600 triệu
21878686," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",73 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ
21999997," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",77 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21617229," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",68 m2,2,2,Giấy tờ hợp lệ,20/03/2023,2 tỷ 200 triệu
21986920," Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",140 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21902085," Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",50 m2,2,2,Sổ đỏ,20/03/2023,1050 tỷ
22052405," Tản Đà, Phường 11, Quận 5, TPHCM",200 m2,3,2,Sổ hồng,20/03/2023,5 tỷ 500 triệu
21732762," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",65 m2,2,1,Sổ hồng,20/03/2023,1 tỷ 260 triệu
21861523," Lê Đức Thọ, Phường 13, Quận Gò Vấp, TPHCM",65 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 674 triệu
22015953," Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,700 triệu
21878663," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",62 m2,2,1,Hợp đồng mua bán,20/03/2023,1 tỷ 800 triệu
22062725," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",120 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 200 triệu
21617220," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",57 m2,1,1,Giấy tờ hợp lệ,20/03/2023,1 tỷ 750 triệu
21986608," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",130 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 150 triệu
21994947," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 100 triệu
21955198," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",89 m2,2,2,Sổ hồng,20/03/2023,6 tỷ 250 triệu
21857040," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",50 m2,2,1,Sổ đỏ,20/03/2023,1 tỷ 10 triệu
22052408," Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, TPHCM",78 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 680 triệu
21732770," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 850 triệu
21861188," Phan Huy Ích, Phường 15, Quận Tân Bình, TPHCM",91 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 730 triệu
22015957," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,650 triệu
21842816," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",104 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 200 triệu
21983607," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",108 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 963 triệu
21598534,"18E Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",75 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 800 triệu
21617203," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",50 m2,1,1,Giấy tờ hợp lệ,20/03/2023,1 tỷ 720 triệu
21994928," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 500 triệu
21986462," Tôn Quang Phiệt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",118 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 800 triệu
21952207," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",97 m2,2,2,Sổ hồng,20/03/2023,6 tỷ 850 triệu
21822171," Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",52 m2,2,1,Sổ đỏ,20/03/2023,1 tỷ 100 triệu
21753051," Nguyên Hồng, Phường 11, Quận Gò Vấp, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 250 triệu
21861306," Đào Trinh Nhất, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",63 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 545 triệu
22015946," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,700 triệu
21617169," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",100 m2,3,2,Hợp đồng mua bán,20/03/2023,3 tỷ 800 triệu
21909160," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",145 m2,2,2,Sổ hồng,20/03/2023,27 tỷ 900 triệu
21986440," Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",71 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 300 triệu
21952196," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",67 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 100 triệu
21802141," Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",50 m2,2,1,Hợp đồng mua bán,20/03/2023,930 triệu
21767804," Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",48 m2,2,1,Sổ hồng,20/03/2023,606 triệu
21861299," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",86 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 170 triệu
21842770," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",106 m2,3,2,Hợp đồng mua bán,20/03/2023,2 tỷ 650 triệu
21985062," Trần Văn Trà, Phường Tân Phú, Quận 7, TPHCM",113 m2,3,2,Sổ hồng,20/03/2023,13 tỷ
21617134," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",60 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 500 triệu
21704425," Lý Tự Trọng, Phường Bến Nghé, Quận 1, TPHCM",179 m2,3,2,Sổ hồng,20/03/2023,35 tỷ
21952164," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",135 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 100 triệu
21800048," Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,1 tỷ 100 triệu
21861290," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",70 m2,3,2,Sổ hồng,20/03/2023,1 tỷ 736 triệu
22015913," Nguyễn Thái Học, Phường Điện Biên, Quận Ba Đình, Hà Nội",49 m2,2,2,Sổ hồng,20/03/2023,700 triệu
21985065," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",89 m2,2,2,Sổ hồng,20/03/2023,6 tỷ 500 triệu
21617121," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",92 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 250 triệu
22043997," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",157 m2,3,2,Sổ hồng,20/03/2023,36 tỷ 500 triệu
21667546," Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",115 m2,3,2,Sổ hồng,20/03/2023,4 tỷ 900 triệu
21948980," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",115 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 210 triệu
21787780," Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",29 m2,1,1,Sổ hồng,20/03/2023,660 triệu
22015520," Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",50 m2,2,2,Sổ đỏ,20/03/2023,700 triệu
21861282," Linh Đông, Phường Linh Trung, Quận Thủ Đức (TP. Thủ Đức), TPHCM",78 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 860 triệu
21842726," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",75 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 100 triệu
21985068," Đường số 16, Phường Tân Phú, Quận 7, TPHCM",60 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 876 triệu
21957971," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",139 m2,4,2,Sổ hồng,20/03/2023,13 tỷ
21617085," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",69 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 800 triệu
22043653," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",147 m2,2,2,Sổ hồng,20/03/2023,27 tỷ 500 triệu
21997889," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",128 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 800 triệu
22021572," Hùng Vương, Phường 12, Quận 5, TPHCM",130 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 300 triệu
21913813," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",82 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 745 triệu
22053845," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",96 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 570 triệu
21861029," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",90 m2,3,2,Hợp đồng mua bán,20/03/2023,3 tỷ 790 triệu
21028209," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",48 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 580 triệu
21673081," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 100 triệu
21506070," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",112 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 850 triệu
21997872," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 900 triệu
22021563," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",106 m2,2,3,Sổ hồng,20/03/2023,2 tỷ 100 triệu
21913583," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",78 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 950 triệu
21638129," Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",35 m2,1,1,Sổ đỏ,20/03/2023,800 triệu
22053838," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",95 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 448 triệu
21861023," Lạc Long Quân, Phường 5, Quận 11, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 850 triệu
21531159," Hậu Giang, Phường 11, Quận 6, TPHCM",95 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 700 triệu
21987448," Trần Văn Trà, Phường Tân Phú, Quận 7, TPHCM",85 m2,2,2,Hợp đồng mua bán,20/03/2023,9 tỷ 800 triệu
21856165," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",53 m2,1,1,Sổ đỏ,20/03/2023,4 tỷ 800 triệu
22043547," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",145 m2,2,2,Sổ hồng,20/03/2023,27 tỷ 500 triệu
21769625," Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",29 m2,1,1,Sổ đỏ,20/03/2023,620 triệu
21861187," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",89 m2,3,3,Sổ hồng,20/03/2023,2 tỷ 160 triệu
21737177," Trường Chinh, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,610 triệu
21987450," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",107 m2,3,2,Hợp đồng mua bán,20/03/2023,8 tỷ 500 triệu
21846535," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",73 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 270 triệu
22041260," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",190 m2,4,3,Sổ hồng,20/03/2023,75 triệu
22025307," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",91 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21763446," Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",52 m2,2,1,Sổ đỏ,20/03/2023,1 tỷ 100 triệu
22068781," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",190 m2,3,3,Sổ hồng,20/03/2023,7 tỷ 800 triệu
21860964," Hậu Giang, Phường 11, Quận 6, TPHCM",83 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 865 triệu
21737163," Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,630 triệu
21991769," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 900 triệu
21987451," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",108 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 500 triệu
22041249," Lý Tự Trọng, Phường Bến Nghé, Quận 1, TPHCM",160 m2,3,2,Sổ hồng,20/03/2023,36 tỷ 500 triệu
22006728," Hà Huy Tập, Phường Tân Phong, Quận 7, TPHCM",128 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 850 triệu
21745096," Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",50 m2,2,1,Sổ đỏ,20/03/2023,1 tỷ
22053902," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",90 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 339 triệu
22068791," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",205 m2,4,3,Sổ hồng,20/03/2023,9 tỷ 800 triệu
21860942," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 865 triệu
21737140," Phạm Ngọc Thạch, Phường Quang Trung, Quận Đống Đa, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,630 triệu
21859251," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",68 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 980 triệu
22064017," Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9 (TP. Thủ Đức), TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,400 triệu
21496140," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 200 triệu
21469040," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",66 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 450 triệu
21740797," Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",35 m2,1,1,Sổ hồng,20/03/2023,800 triệu
22053898," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",49 m2,1,1,Sổ hồng,20/03/2023,3 tỷ 580 triệu
22068811," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",317 m2,4,4,Sổ hồng,20/03/2023,6 tỷ 400 triệu
21861435," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 775 triệu
21737112," Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,620 triệu
21859296," Nguyễn Tất Thành, Phường 18, Quận 4, TPHCM",77 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 509 triệu
21992484," Trần Văn Trà, Phường Tân Phú, Quận 7, TPHCM",106 m2,3,2,Hợp đồng mua bán,20/03/2023,12 tỷ
21469014," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",60 m2,2,1,Không xác định,20/03/2023,2 tỷ 270 triệu
22041222," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",157 m2,3,2,Sổ hồng,20/03/2023,36 tỷ
21735964," Cầu Giấy, Phường Láng Thượng, Quận Đống Đa, Hà Nội",28 m2,1,1,Sổ hồng,20/03/2023,590 triệu
22053895," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",118 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 960 triệu
21737106," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",46 m2,2,1,Sổ hồng,20/03/2023,620 triệu
21861312," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",57 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 760 triệu
21859278," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",100 m2,3,2,Hợp đồng mua bán,20/03/2023,3 tỷ 314 triệu
21992510," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",112 m2,3,2,Hợp đồng mua bán,20/03/2023,10 tỷ 200 triệu
21482579," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 750 triệu
21901298," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",95 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 200 triệu
22041204," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",157 m2,3,2,Sổ hồng,20/03/2023,36 tỷ 500 triệu
21974318," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 999 triệu
21918043," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM","106,3 m2",3,2,Sổ hồng,20/03/2023,2 tỷ 217 triệu
21728963," Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",28 m2,1,1,Sổ hồng,20/03/2023,500 triệu
22053882," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",70 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 838 triệu
21861425," Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 530 triệu
21735542," Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",45 m2,2,1,Sổ hồng,20/03/2023,620 triệu
21859419," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",73 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 410 triệu
22063752," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",126 m2,3,2,Hợp đồng mua bán,20/03/2023,10 tỷ 800 triệu
21919208," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",115 m2,3,2,Sổ hồng,20/03/2023,4 tỷ 300 triệu
22041111," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",146 m2,2,2,Sổ hồng,20/03/2023,27 tỷ 500 triệu
22053101," Liễu Giai, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",50 m2,1,1,Sổ hồng,20/03/2023,6 tỷ
21723320," Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",35 m2,1,1,Sổ đỏ,20/03/2023,600 triệu
21966243," Trường Lưu, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",63 m2,2,1,Hợp đồng mua bán,20/03/2023,800 triệu
22053878," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",50 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 660 triệu
21861185," An Dương Vương, Phường 16, Quận 8, TPHCM",50 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 240 triệu
21859464," Phan Văn Khỏe, Phường 2, Quận 6, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 880 triệu
21788421," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",75 m2,2,1,Hợp đồng mua bán,20/03/2023,1 tỷ 880 triệu
21473926," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 250 triệu
21468982," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",81 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 850 triệu
21767944," Tạ Quang Bửu, Phường 16, Quận 8, TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 700 triệu
22037925," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",135 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 150 triệu
22064034," Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",153 m2,3,3,Sổ hồng,20/03/2023,6 tỷ 200 triệu
21717988," Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",35 m2,2,1,Sổ đỏ,20/03/2023,600 triệu
22053863," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",86 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 290 triệu
21943978," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",104 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 500 triệu
21861053," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",65 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 590 triệu
21859483," Phan Chu Trinh, Phường Hiệp Phú, Quận 9 (TP. Thủ Đức), TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 50 triệu
22056744," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",78 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21471392," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",61 m2,1,1,Giấy tờ hợp lệ,20/03/2023,4 tỷ 650 triệu
21821745," Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",72 m2,2,2,Sổ đỏ,20/03/2023,2 tỷ 200 triệu
21726235," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",90 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 580 triệu
22037890," Lâm văn Bền, Phường Tân Kiểng, Quận 7, TPHCM",130 m2,3,2,Sổ hồng,20/03/2023,8 tỷ 200 triệu
21904435," Nguyễn Cơ Thạch, Phường An Lợi Đông, Quận 2 (TP. Thủ Đức), TPHCM",352 m2,2,2,Giấy tờ hợp lệ,20/03/2023,60 tỷ
21694891," Quốc Tử Giám, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",48 m2,2,1,Sổ đỏ,20/03/2023,950 triệu
21917217," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",83 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 189 triệu
21922662," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",115 m2,1,1,Sổ hồng,20/03/2023,4 tỷ 700 triệu
22053859," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",87 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 688 triệu
21859596," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",77 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 480 triệu
21861043," Tản Đà, Phường 11, Quận 5, TPHCM",84 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 280 triệu
21918427," Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TPHCM",128 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 900 triệu
22026102," Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội","72,6 m2",2,1,Sổ đỏ,20/03/2023,3 tỷ 700 triệu
21730491," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",92 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 580 triệu
22021585," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",76 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 360 triệu
